itemid	version1	version2	category	main-type	lev-dist	lev-dist-class	lendiff-chars	lendiff-words	insertion	deletion	capitalization	whitespace	italics	punctuation	hyphenation	numbers	condensation	expansion	tbc
8927-1		I can only see major landmarks, like craters 50 kilometers across.	other	insertion	66	major	66	11	1	0	0	0	0	0	0	0	0	0	0
8931-1	Longitude.	longitude.	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
8935-1	23.5 degree	23.5-degree	script identifiable	hyphenation	1	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
8939-1	it	mine	other	tbc	3	minor	2	0	0	0	0	0	0	0	0	0	0	0	1
8940-1	home-made	homemade	script identifiable	hyphenation	1	minor	-1	-1	0	0	0	0	0	0	1	0	0	0	0
8942-1	16th century	sixteenth-century	script identifiable	numbers	8	major	5	0	0	0	0	0	0	0	0	1	0	0	0
8945-1	out	put	other	tbc	1	minor	0	0	0	0	0	0	0	0	0	0	0	0	1
8952-1	So it	It	other	tbc	4	minor	-3	-1	0	0	0	0	0	0	0	0	0	0	1
8952-2	11	eleven	script identifiable	numbers	6	major	4	0	0	0	0	0	0	0	0	1	0	0	0
8954-1	13	thirteen	script identifiable	numbers	8	major	6	0	0	0	0	0	0	0	0	1	0	0	0
8957-1	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
8958-1	So,	So	script identifiable	punctuation	1	minor	-1	-1	0	0	0	0	0	1	0	0	0	0	0
8958-2	Deneb.		other	deletion	6	major	-6	-1	0	1	0	0	0	0	0	0	0	0	0
8959-1	It's	Deneb.It's	other	expansion	6	major	6	1	0	0	0	0	0	0	0	0	0	1	0
8964-1		But who knows?	other	insertion	14	major	14	3	1	0	0	0	0	0	0	0	0	0	0
8965-1		I can see it now: me holding a map, scratching my head, trying to figure out how I ended up on Venus.	other	insertion	101	major	101	22	1	0	0	0	0	0	0	0	0	0	0
8968-1	bedroom	workshop	other	tbc	7	major	1	0	0	0	0	0	0	0	0	0	0	0	1
8969-1	timestamp	time stamp	script identifiable	whitespace	1	minor	1	1	0	0	0	1	0	0	0	0	0	0	0
8971-1	Code	code,	other	tbc	2	minor	1	1	0	0	0	0	0	0	0	0	0	0	1
8972-1	Opening	She opened	other	tbc	8	major	3	1	0	0	0	0	0	0	0	0	0	0	1
8972-2	email, she	e-mail and	other	tbc	5	minor	0	1	0	0	0	0	0	0	0	0	0	0	1
8973-1	495	494	script identifiable	numbers	1	minor	0	0	0	0	0	0	0	0	0	1	0	0	0
8974-1	5	five	script identifiable	numbers	4	minor	3	0	0	0	0	0	0	0	0	1	0	0	0
8974-2	Tau Event	dust storm	other	tbc	9	major	1	0	0	0	0	0	0	0	0	0	0	0	1
8980-1	an	ah	other	tbc	1	minor	0	0	0	0	0	0	0	0	0	0	0	0	1
8983-1	Adicalia	Acidalia	other	tbc	2	minor	0	0	0	0	0	0	0	0	0	0	0	0	1
8983-2	m	meters	other	expansion	5	minor	5	0	0	0	0	0	0	0	0	0	0	1	0
8983-3	m	meters	other	expansion	5	minor	5	0	0	0	0	0	0	0	0	0	0	1	0
8985-1	what's at	what	other	condensation	5	minor	-5	-2	0	0	0	0	0	0	0	0	1	0	0
8985-2	zero?	zero means?	other	expansion	6	major	6	1	0	0	0	0	0	0	0	0	0	1	0
8988-1	Pascals.	pascals.	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
8991-1	In	Back in	other	expansion	6	major	5	1	0	0	0	0	0	0	0	0	0	1	0
8991-2	off-course,	off course,	script identifiable	hyphenation	1	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
8992-1	fuck it	screw	other	tbc	6	major	-2	-1	0	0	0	0	0	0	0	0	0	0	1
8995-1	locked,	locked	script identifiable	punctuation	1	minor	-1	-1	0	0	0	0	0	1	0	0	0	0	0
8996-1	off-course	off course	script identifiable	hyphenation	1	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
9001-1	km	kilometers	other	expansion	8	major	8	0	0	0	0	0	0	0	0	0	0	1	0
9002-1	km.	kilometers.	other	expansion	8	major	8	0	0	0	0	0	0	0	0	0	0	1	0
9006-1	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
9009-1	crater	crater,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
9011-1	guard;	guard,	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
9015-1	km	kilometers	other	expansion	8	major	8	0	0	0	0	0	0	0	0	0	0	1	0
9020-1	a		other	deletion	1	minor	-1	0	0	1	0	0	0	0	0	0	0	0	0
9020-2	km	kilometers	other	expansion	8	major	8	0	0	0	0	0	0	0	0	0	0	1	0
9020-3	hey.	hey,	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
9022-1	20	twenty	script identifiable	numbers	6	major	4	0	0	0	0	0	0	0	0	1	0	0	0
9024-1	1,440 km.	1440 kilometers.	script identifiable	numbers	9	major	7	-1	0	0	0	0	0	0	0	1	0	0	0
9038-1	say	say,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
9042-1	off-chance	off chance	script identifiable	hyphenation	1	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
9042-2	them,	the samples,	other	expansion	7	major	7	1	0	0	0	0	0	0	0	0	0	1	0
9043-1	days	days'	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
9048-1	I	I'll	other	tbc	3	minor	3	1	0	0	0	0	0	0	0	0	0	0	1
9052-1	him.		other	deletion	4	minor	-4	-1	0	1	0	0	0	0	0	0	0	0	0
9053-1	Carefully opening	him and carefully opened	other	expansion	12	major	7	2	0	0	0	0	0	0	0	0	0	1	0
9053-2	package, she	package.	other	condensation	5	minor	-4	0	0	0	0	0	0	0	0	0	1	0	0
9054-1		She decided to	other	insertion	14	major	14	2	1	0	0	0	0	0	0	0	0	0	0
9054-2	for		other	deletion	3	minor	-3	0	0	1	0	0	0	0	0	0	0	0	0
9054-3	moment	bit	other	tbc	5	minor	-3	0	0	0	0	0	0	0	0	0	0	0	1
9064-1	50 km in to	fifty kilometers into	script identifiable	numbers	14	major	10	-1	0	0	0	0	0	0	0	1	0	0	0
9064-2	90 km	ninety kilometers	script identifiable	numbers	14	major	12	0	0	0	0	0	0	0	0	1	0	0	0
9076-1	"son-of-a-bitch."""	"son of a bitch."""	script identifiable	hyphenation	3	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
9079-1	"$100?"""	"a hundred bucks?"""	script identifiable	numbers	15	major	11	1	0	0	0	0	0	0	0	1	0	0	0
9092-1	shit	stuff	other	tbc	4	minor	1	0	0	0	0	0	0	0	0	0	0	0	1
9093-1	5	five	script identifiable	numbers	4	minor	3	0	0	0	0	0	0	0	0	1	0	0	0
9095-1	(yeah,	(yeah.	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
9097-1	small	small,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
9101-1	km	kilometers	other	expansion	8	major	8	0	0	0	0	0	0	0	0	0	0	1	0
9102-1	Ares 4's MAV is in the southwest part of Schiaparelli.		other	deletion	54	major	-54	-11	0	1	0	0	0	0	0	0	0	0	0
9103-1	The primary goal of Ares 4 is to get a look at the long-term effects of Martian weather on deep layers of strata exposed by the crater.		other	deletion	135	major	-135	-28	0	1	0	0	0	0	0	0	0	0	0
9104-1	At least, that was the original plan.		other	deletion	37	major	-37	-7	0	1	0	0	0	0	0	0	0	0	0
9105-1	I'll be taking their MAV and Commander Lewis hasn't given Hermes back, so we've ruined everything.		other	deletion	98	major	-98	-19	0	1	0	0	0	0	0	0	0	0	0
9106-1	They'll probably just send another MAV and wait for the next window.		other	deletion	68	major	-68	-13	0	1	0	0	0	0	0	0	0	0	0
9112-1	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
9126-1	With it being	Because it's	other	tbc	12	major	-1	0	0	0	0	0	0	0	0	0	0	0	1
9126-2	km	kilometers	other	expansion	8	major	8	0	0	0	0	0	0	0	0	0	0	1	0
9130-1	off-course.	off course.	script identifiable	hyphenation	1	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
9133-1		Luckily	other	insertion	7	major	7	0	1	0	0	0	0	0	0	0	0	0	0
9133-2	km	kilometers	other	expansion	8	major	8	0	0	0	0	0	0	0	0	0	0	1	0
9133-3	km	kilometers	other	expansion	8	major	8	0	0	0	0	0	0	0	0	0	0	1	0
9133-4	do. So	do, so	other	tbc	2	minor	0	0	0	0	0	0	0	0	0	0	0	0	1
9133-5	potential driving.	progress.	other	condensation	15	major	-9	-1	0	0	0	0	0	0	0	0	1	0	0
9143-1	%.	percent.	other	expansion	7	major	6	0	0	0	0	0	0	0	0	0	0	1	0
9150-1	This is the worst case scenario.		other	deletion	32	major	-32	-6	0	1	0	0	0	0	0	0	0	0	0
9151-1	south, and they'll	south.	other	condensation	13	major	-12	-2	0	0	0	0	0	0	0	0	1	0	0
9152-1		One of them will probably	other	insertion	25	major	25	4	1	0	0	0	0	0	0	0	0	0	0
9152-2	about	better than	other	expansion	10	major	6	1	0	0	0	0	0	0	0	0	0	1	0
9152-3	same.		other	deletion	5	minor	-5	-1	0	1	0	0	0	0	0	0	0	0	0
9153-1	It'll cost at least a day to correct.		other	deletion	37	major	-37	-9	0	1	0	0	0	0	0	0	0	0	0
9154-1	All	other,	other	tbc	6	major	3	1	0	0	0	0	0	0	0	0	0	0	1
9154-2	I aimed wrong yesterday.		other	deletion	24	major	-24	-4	0	1	0	0	0	0	0	0	0	0	0
9155-1	That's frustrating, but it's not why I'm in trouble.		other	deletion	52	major	-52	-12	0	1	0	0	0	0	0	0	0	0	0
9156-1	I still wanted to	it'll	other	condensation	14	major	-12	-2	0	0	0	0	0	0	0	0	1	0	0
9156-2	efficient, and	a shorter path around the crater.	other	expansion	27	major	19	5	0	0	0	0	0	0	0	0	0	1	0
9157-1	wasn't 100 % sure where	figured	script identifiable	numbers	20	major	-16	-4	0	0	0	0	0	0	0	1	0	0	0
9157-2	was.		other	deletion	4	minor	-4	-1	0	1	0	0	0	0	0	0	0	0	0
9158-1	So	should put at least a little effort into figuring out which direction was best, so	other	expansion	81	major	80	14	0	0	0	0	0	0	0	0	0	1	0
9168-1	rim	rim,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
9170-1	if north or south was		other	deletion	21	major	-21	-4	0	1	0	0	0	0	0	0	0	0	0
9170-2	around it.	around.	other	tbc	3	minor	-3	-1	0	0	0	0	0	0	0	0	0	0	1
9185-1	km	kilometers	other	expansion	8	major	8	0	0	0	0	0	0	0	0	0	0	1	0
9188-1	km	kilometers	other	expansion	8	major	8	0	0	0	0	0	0	0	0	0	0	1	0
9189-1		,	other	insertion	1	minor	1	1	1	0	0	0	0	0	0	0	0	0	0
9189-2	km,	kilometers,	other	expansion	8	major	8	0	0	0	0	0	0	0	0	0	0	1	0
9191-1	The fuck?		other	deletion	9	major	-9	-2	0	1	0	0	0	0	0	0	0	0	0
9196-1	1)	1.	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
9197-1	2)	2.	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
9198-1	3)	3.	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
9200-1	1)	1.	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
9201-1	2)	2.	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
9204-1	fuckload	lot	other	condensation	6	major	-5	0	0	0	0	0	0	0	0	0	1	0	0
9213-1	5-minute	five-minute	script identifiable	numbers	4	minor	3	0	0	0	0	0	0	0	0	1	0	0	0
9214-1	Now	Novi?	other	tbc	3	minor	2	1	0	0	0	0	0	0	0	0	0	0	1
9220-1	2:10pm.	2:10 p.m.	script identifiable	numbers	2	minor	2	2	0	0	0	0	0	0	0	1	0	0	0
9223-1	40	forty	script identifiable	numbers	5	minor	3	0	0	0	0	0	0	0	0	1	0	0	0
9228-1	recharging.	recharging,	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
9230-1		the	other	insertion	3	minor	3	0	1	0	0	0	0	0	0	0	0	0	0
9232-1	Reading	As she read	other	expansion	10	major	4	2	0	0	0	0	0	0	0	0	0	1	0
9236-1	Chapter	CHAPTER	script-identifiable	capitalization	6	major	0	0	0	0	1	0	0	0	0	0	0	0	0
9245-1	"""Percent"	"""percent"	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
9246-1	yesterdays	yesterday's	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
9246-2	generation	generation,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
9246-3	%	percent	other	expansion	7	major	6	-1	0	0	0	0	0	0	0	0	0	1	0
9247-1	%	percent	other	expansion	7	major	6	-1	0	0	0	0	0	0	0	0	0	1	0
9250-1	%	percent	other	expansion	7	major	6	-1	0	0	0	0	0	0	0	0	0	1	0
9251-1	%	percent	other	expansion	7	major	6	-1	0	0	0	0	0	0	0	0	0	1	0
9252-1		producing	other	insertion	9	major	9	0	1	0	0	0	0	0	0	0	0	0	0
9258-1	%	percent	other	expansion	7	major	6	-1	0	0	0	0	0	0	0	0	0	1	0
9259-1	km	kilometers	other	expansion	8	major	8	0	0	0	0	0	0	0	0	0	0	1	0
9260-1	Right	right	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
9260-2	%	percent	other	expansion	7	major	6	-1	0	0	0	0	0	0	0	0	0	1	0
9260-3	3.3 km	2.7 kilometers	script identifiable	numbers	10	major	8	0	0	0	0	0	0	0	0	1	0	0	0
9261-1	ok	okay	other	tbc	2	minor	2	0	0	0	0	0	0	0	0	0	0	0	1
9265-1		So	other	insertion	2	minor	2	0	1	0	0	0	0	0	0	0	0	0	0
9268-1		at	other	insertion	2	minor	2	0	1	0	0	0	0	0	0	0	0	0	0
9269-1	I'd	I'll	other	tbc	2	minor	1	0	0	0	0	0	0	0	0	0	0	0	1
9276-1	km	kilometers	other	expansion	8	major	8	0	0	0	0	0	0	0	0	0	0	1	0
9277-1		Tomorrow,	other	insertion	9	major	9	1	1	0	0	0	0	0	0	0	0	0	0
9277-2	km	kilometers	other	expansion	8	major	8	0	0	0	0	0	0	0	0	0	0	1	0
9278-1	km	kilometers	other	expansion	8	major	8	0	0	0	0	0	0	0	0	0	0	1	0
9279-1	I'll have	That'll give me	other	expansion	9	major	6	1	0	0	0	0	0	0	0	0	0	1	0
9279-2	km.	kilometers.	other	expansion	8	major	8	0	0	0	0	0	0	0	0	0	0	1	0
9282-1	south,	south.	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
9298-1	storm.		other	deletion	6	major	-6	-1	0	1	0	0	0	0	0	0	0	0	0
9299-1	When I packed for this road trip, I made sure to bring all my kits and tools.		other	deletion	77	major	-77	-17	0	1	0	0	0	0	0	0	0	0	0
9300-1	Just in case I had to repair the rover en-route.		other	deletion	48	major	-48	-11	0	1	0	0	0	0	0	0	0	0	0
9301-1	I made the bedroom in to a lab.		other	deletion	31	major	-31	-8	0	1	0	0	0	0	0	0	0	0	0
9302-1	I stacked my supply containers to form a rudimentary table, and used a sample box as a stool.	storm,	other	condensation	87	major	-87	-17	0	0	0	0	0	0	0	0	1	0	0
9303-1	track	log	other	tbc	5	minor	-2	0	0	0	0	0	0	0	0	0	0	0	1
9303-2	the	each	other	tbc	4	minor	1	0	0	0	0	0	0	0	0	0	0	0	1
9304-1	The tricky part is logging it.	One of the cells would be with me, but the other two would be dropped off and left far away.	other	expansion	78	major	62	14	0	0	0	0	0	0	0	0	0	1	0
9305-1	is	was	other	tbc	2	minor	1	0	0	0	0	0	0	0	0	0	0	0	1
9306-1	The cool thing about		other	deletion	20	major	-20	-3	0	1	0	0	0	0	0	0	0	0	0
9307-1	is they		other	deletion	7	major	-7	-1	0	1	0	0	0	0	0	0	0	0	0
9308-1	a camera	one	other	condensation	7	major	-5	-1	0	0	0	0	0	0	0	0	1	0	0
9308-2	left handed),	left-handed)	other	tbc	2	minor	-1	0	0	0	0	0	0	0	0	0	0	0	1
9308-3	one	another	other	expansion	5	minor	4	0	0	0	0	0	0	0	0	0	0	1	0
9309-1	time-stamp	time stamp	script identifiable	hyphenation	1	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
9309-2	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
9309-3		on	other	insertion	2	minor	2	0	1	0	0	0	0	0	0	0	0	0	0
9311-1	figure:	figured,	other	tbc	2	minor	1	0	0	0	0	0	0	0	0	0	0	0	1
9314-1		When I packed for this road trip, I made sure to bring all my kits and tools.	other	insertion	77	major	77	17	1	0	0	0	0	0	0	0	0	0	0
9315-1		Just in case I had to repair the rover en route.	other	insertion	48	major	48	11	1	0	0	0	0	0	0	0	0	0	0
9319-1	had to get	extracted	other	tbc	9	major	-1	-2	0	0	0	0	0	0	0	0	0	0	1
9319-2	cameras	Cameras	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
9320-1	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
9323-1	it	my logger	other	expansion	9	major	7	1	0	0	0	0	0	0	0	0	0	1	0
9324-1	Well, it turns out it's going to	It'll	other	condensation	30	major	-27	-6	0	0	0	0	0	0	0	0	1	0	0
9324-2	2 square meter	two-square-meter	script identifiable	numbers	5	minor	2	0	0	0	0	0	0	0	0	1	0	0	0
9324-3	cell.	cell!	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
9325-1	be plenty.	provide plenty of power.	other	expansion	15	major	14	2	0	0	0	0	0	0	0	0	0	1	0
9327-1	is	was	other	tbc	2	minor	1	0	0	0	0	0	0	0	0	0	0	0	1
9329-1	Once	If	other	tbc	4	minor	-2	0	0	0	0	0	0	0	0	0	0	0	1
9329-2	working entirely.	working.	other	condensation	9	major	-9	-1	0	0	0	0	0	0	0	0	1	0	0
9331-1	answer.		other	deletion	7	major	-7	-1	0	1	0	0	0	0	0	0	0	0	0
9332-1	Resistors.	answer: resistors.	other	expansion	9	major	8	1	0	0	0	0	0	0	0	0	0	1	0
9334-1		Resistors heat up.	other	insertion	18	major	18	3	1	0	0	0	0	0	0	0	0	0	0
9335-1		It's what they do.	other	insertion	18	major	18	5	1	0	0	0	0	0	0	0	0	0	0
9336-1		the	other	insertion	3	minor	3	0	1	0	0	0	0	0	0	0	0	0	0
9337-1	I'm dumping		other	deletion	11	major	-11	-2	0	1	0	0	0	0	0	0	0	0	0
9337-2		goes	other	insertion	4	minor	4	0	1	0	0	0	0	0	0	0	0	0	0
9338-1	Resistors heat up.		other	deletion	18	major	-18	-3	0	1	0	0	0	0	0	0	0	0	0
9339-1	It's what they do.		other	deletion	18	major	-18	-5	0	1	0	0	0	0	0	0	0	0	0
9340-1	There's my heat source.		other	deletion	23	major	-23	-5	0	1	0	0	0	0	0	0	0	0	0
9341-1	"loggers"","	"loggers"""	script identifiable	punctuation	1	minor	-1	0	0	0	0	0	0	1	0	0	0	0	0
9341-2		that	other	insertion	4	minor	4	0	1	0	0	0	0	0	0	0	0	0	0
9347-1	behind,	behind	script identifiable	punctuation	1	minor	-1	-1	0	0	0	0	0	1	0	0	0	0	0
9348-1	I was	I'was	other	tbc	1	minor	0	0	0	0	0	0	0	0	0	0	0	0	1
9348-2	Oxygenator	oxygenator	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
9350-1	%.	percent.	other	expansion	7	major	6	0	0	0	0	0	0	0	0	0	0	1	0
9351-1	%.	percent.	other	expansion	7	major	6	0	0	0	0	0	0	0	0	0	0	1	0
9352-1		This proves the storm is moving east to west, because the denser part of the storm was to the east yesterday.	other	insertion	109	major	109	21	1	0	0	0	0	0	0	0	0	0	0
9353-1	storm	sunlight in this area	other	expansion	18	major	16	3	0	0	0	0	0	0	0	0	0	1	0
9353-2	moving at	dropping by	other	tbc	6	major	2	0	0	0	0	0	0	0	0	0	0	0	1
9353-3	%	percent	other	expansion	7	major	6	-1	0	0	0	0	0	0	0	0	0	1	0
9354-1	16	sixteen	script identifiable	numbers	7	major	5	0	0	0	0	0	0	0	0	1	0	0	0
9359-1	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
9362-1	power-logger	power logger	script identifiable	hyphenation	1	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
9363-1	km	kilometers'	other	expansion	9	major	9	1	0	0	0	0	0	0	0	0	0	1	0
9363-2	a	a,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
9364-1	km,	kilometers,	other	expansion	8	major	8	0	0	0	0	0	0	0	0	0	0	1	0
9365-1	power-loggers.	power loggers.	script identifiable	hyphenation	1	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
9366-1	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
9373-1	5	five	script identifiable	numbers	4	minor	3	0	0	0	0	0	0	0	0	1	0	0	0
9374-1	29	twenty-nine	script identifiable	numbers	11	major	9	1	0	0	0	0	0	0	0	1	0	0	0
9374-2	left	left,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
9374-3	Schiaparelli.	Schiaparelli, but	other	expansion	5	minor	4	0	0	0	0	0	0	0	0	0	0	1	0
9374-4	9	a few	script identifiable	numbers	5	minor	4	1	0	0	0	0	0	0	0	1	0	0	0
9375-1	half-way	halfway	script identifiable	hyphenation	1	minor	-1	-1	0	0	0	0	0	0	1	0	0	0	0
9377-1	storm.	storm?	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
9378-1	die,	die.	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
9382-1		just	other	insertion	4	minor	4	0	1	0	0	0	0	0	0	0	0	0	0
9386-1	power-logger	power logger	script identifiable	hyphenation	1	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
9386-2	half-way	halfway	script identifiable	hyphenation	1	minor	-1	-1	0	0	0	0	0	0	1	0	0	0	0
9388-1	they	the	other	tbc	1	minor	-1	0	0	0	0	0	0	0	0	0	0	0	1
9390-1	80 km	80-kilometer	script identifiable	numbers	8	major	7	0	0	0	0	0	0	0	0	1	0	0	0
9391-1	northern-most	northernmost	script identifiable	hyphenation	1	minor	-1	-1	0	0	0	0	0	0	1	0	0	0	0
9391-2	%	percent	other	expansion	7	major	6	-1	0	0	0	0	0	0	0	0	0	1	0
9391-3	was	had	other	tbc	2	minor	0	0	0	0	0	0	0	0	0	0	0	0	1
9391-4	%	percent	other	expansion	7	major	6	-1	0	0	0	0	0	0	0	0	0	1	0
9391-5	%	percent	other	expansion	7	major	6	-1	0	0	0	0	0	0	0	0	0	1	0
9392-1	the storm front runs northwest to southeast.	The storm's north of me.	other	condensation	25	major	-20	-1	0	0	0	0	0	0	0	0	1	0	0
9394-1	The best way	So I should be able	other	expansion	16	major	7	2	0	0	0	0	0	0	0	0	0	1	0
9394-2	is to go south.	by heading south a ways, letting it pass me to the north, then heading east again.	other	expansion	71	major	67	12	0	0	0	0	0	0	0	0	0	1	0
9396-1	South	Southeast	other	expansion	4	minor	4	0	0	0	0	0	0	0	0	0	0	1	0
9405-1	%.	percent.	other	expansion	7	major	6	0	0	0	0	0	0	0	0	0	0	1	0
9406-1	%	percent	other	expansion	7	major	6	-1	0	0	0	0	0	0	0	0	0	1	0
9410-1	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
9411-1	ok?	okay?	other	tbc	2	minor	2	0	0	0	0	0	0	0	0	0	0	0	1
9414-1	%.		other	deletion	2	minor	-2	-1	0	1	0	0	0	0	0	0	0	0	0
9415-1	One	percent.	other	expansion	7	major	5	1	0	0	0	0	0	0	0	0	0	1	0
9416-1		Once	other	insertion	4	minor	4	0	1	0	0	0	0	0	0	0	0	0	0
9416-2	%	percent,	other	expansion	8	major	7	0	0	0	0	0	0	0	0	0	0	1	0
9418-1	southwest	southeast	other	tbc	2	minor	0	0	0	0	0	0	0	0	0	0	0	0	1
9420-1	km	kilometers	other	expansion	8	major	8	0	0	0	0	0	0	0	0	0	0	1	0
9420-2	km	kilometers	other	expansion	8	major	8	0	0	0	0	0	0	0	0	0	0	1	0
9422-1	495	494	script identifiable	numbers	1	minor	0	0	0	0	0	0	0	0	0	1	0	0	0
9429-1	day.	Day.	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
9431-1	100	eighty	script identifiable	numbers	6	major	3	0	0	0	0	0	0	0	0	1	0	0	0
9433-1	fucking		other	deletion	7	major	-7	0	0	1	0	0	0	0	0	0	0	0	0
9435-1	km	kilometers	other	expansion	8	major	8	0	0	0	0	0	0	0	0	0	0	1	0
9440-1		far enough	other	insertion	10	major	10	1	1	0	0	0	0	0	0	0	0	0	0
9440-2	enough		other	deletion	6	major	-6	0	0	1	0	0	0	0	0	0	0	0	0
9442-1		south	other	insertion	5	minor	5	0	1	0	0	0	0	0	0	0	0	0	0
9442-2	goes south?	goes?	other	condensation	6	major	-6	-1	0	0	0	0	0	0	0	0	1	0	0
9451-1	%.	percent.	other	expansion	7	major	6	0	0	0	0	0	0	0	0	0	0	1	0
9453-1	the	.the	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
9454-1	not	not,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
9454-2	fuck.)	fuck).	script identifiable	punctuation	2	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
9456-1	cause	'cause	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
9456-2	time.	time,	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
9456-3	km	kilometers	other	expansion	8	major	8	0	0	0	0	0	0	0	0	0	0	1	0
9459-1	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
9459-2	rugged	rugged,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
9460-1	and	arid	other	tbc	2	minor	1	0	0	0	0	0	0	0	0	0	0	0	1
9460-2	km	kilometers	other	expansion	8	major	8	0	0	0	0	0	0	0	0	0	0	1	0
9461-1	air days	Air Days	script-identifiable	capitalization	2	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
9461-2	km	kilometers	other	expansion	8	major	8	0	0	0	0	0	0	0	0	0	0	1	0
9461-3	505.	498.	script identifiable	numbers	3	minor	0	0	0	0	0	0	0	0	0	1	0	0	0
9463-1	7	four	script identifiable	numbers	4	minor	3	0	0	0	0	0	0	0	0	1	0	0	0
9464-1	44	forty-four	script identifiable	numbers	10	major	8	1	0	0	0	0	0	0	0	1	0	0	0
9468-1	Exploration Rover	exploration rover	script-identifiable	capitalization	2	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
9469-1	km	kilometers	other	expansion	8	major	8	0	0	0	0	0	0	0	0	0	0	1	0
9470-1	actually		other	deletion	8	major	-8	0	0	1	0	0	0	0	0	0	0	0	0
9470-2		in about four sols,	other	insertion	19	major	19	4	1	0	0	0	0	0	0	0	0	0	0
